split,family,cluster_config,load,policy,seed,submitted,placed,rejected,admission_rate,mean_cpu_util,mean_ram_util,active_nodes,free_imbalance,stranded_frac,decisions_per_sec,mean_latency_us,p95_latency_us,params
test,bimodal,homog,high,binpack,1000,253,227,26,0.8972332015810277,0.9857638888888889,0.5752083333333334,30,0.41277777777777774,0.2708333333333333,20869.683427524622,47.916395256917,101.219,{}
test,bimodal,homog,high,spread,1000,253,223,30,0.8814229249011858,0.9465277777777777,0.5685416666666666,30,0.46854166666666663,0.28151041666666665,17493.499574589896,57.16409090909091,88.806,{}
test,bimodal,homog,high,tetris,1000,253,239,14,0.9446640316205533,0.9810763888888889,0.6436458333333334,30,0.33743055555555557,0.21276041666666667,15660.280119701489,63.85581818181819,88.856,{}
test,bimodal,homog,high,hybrid,1000,253,239,14,0.9446640316205533,0.9810763888888889,0.6436458333333334,30,0.33965277777777775,0.22981770833333334,13095.21979446509,76.36374308300395,111.97,"{'family': 'hybrid', 'alpha': 0.1}"
test,bimodal,homog,high,balance,1000,253,231,22,0.9130434782608695,0.9895833333333334,0.59375,30,0.3977777777777778,0.2578125,18360.8106856725,54.46382608695652,93.475,"{'family': 'balance', 'lam': 0.8}"
test,bimodal,homog,high,wmatch,1000,253,227,26,0.8972332015810277,0.9857638888888889,0.5752083333333334,30,0.41277777777777774,0.2708333333333333,13910.701871335794,71.88709881422925,137.417,"{'family': 'wmatch', 'lam': 0.8}"
test,bimodal,homog,high,d1_cheap,1000,253,236,17,0.932806324110672,0.9852430555555556,0.6255208333333333,30,0.3622222222222222,0.23958333333333334,10497.931845185796,95.2568577075099,146.915,"{'family': 'd_cheap', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d1_cheap_nomad_ff,1000,253,229,24,0.9051383399209486,0.9892361111111111,0.5835416666666667,30,0.4079166666666667,0.2643229166666667,15261.680207235522,65.52358498023715,121.617,{'derived_from': 'd1_cheap'}
test,bimodal,homog,high,d2_capacity,1000,253,239,14,0.9446640316205533,0.9810763888888889,0.6436458333333334,30,0.34034722222222225,0.191796875,7626.672856430144,131.1187747035573,200.916,"{'family': 'd_capacity', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d2_capacity_nomad_ff,1000,253,229,24,0.9051383399209486,0.9892361111111111,0.5835416666666667,30,0.4079166666666667,0.2643229166666667,11118.358796645525,89.94133201581027,175.659,{'derived_from': 'd2_capacity'}
test,bimodal,homog,high,ff_only_cheap,1000,253,229,24,0.9051383399209486,0.9892361111111111,0.5835416666666667,30,0.4079166666666667,0.2643229166666667,15314.904398373958,65.29586956521739,121.648,"{'alpha': 0, 'beta': 0, 'gamma': 1}"
test,bimodal,homog,high,binpack,1001,253,229,24,0.9051383399209486,0.9902777777777777,0.5891666666666667,30,0.4011111111111111,0.206640625,23383.34010033024,42.76549011857707,79.198,{}
test,bimodal,homog,high,spread,1001,253,226,27,0.8932806324110671,0.9756944444444444,0.5635416666666667,30,0.43645833333333334,0.21302083333333333,16963.07574221167,58.951573122529645,89.688,{}
test,bimodal,homog,high,tetris,1001,253,235,18,0.9288537549407114,0.978298611111111,0.6213541666666667,30,0.35694444444444445,0.068359375,15238.622982614115,65.62272727272727,93.034,{}
test,bimodal,homog,high,hybrid,1001,253,235,18,0.9288537549407114,0.9855902777777777,0.6169791666666666,30,0.37083333333333335,0.12799479166666666,12891.566688660461,77.57009090909091,115.656,"{'family': 'hybrid', 'alpha': 0.1}"
test,bimodal,homog,high,balance,1001,253,230,23,0.9090909090909091,0.9888888888888889,0.5952083333333333,30,0.39423611111111106,0.17903645833333334,18681.793455125335,53.52805138339921,93.194,"{'family': 'balance', 'lam': 0.8}"
test,bimodal,homog,high,wmatch,1001,253,229,24,0.9051383399209486,0.9902777777777777,0.5891666666666667,30,0.4011111111111111,0.206640625,14101.203501490465,70.91593280632411,133.159,"{'family': 'wmatch', 'lam': 0.8}"
test,bimodal,homog,high,d1_cheap,1001,253,234,19,0.924901185770751,0.9880208333333333,0.6134375,30,0.37486111111111114,0.13854166666666667,10055.140722489285,99.45161660079052,151.283,"{'family': 'd_cheap', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d1_cheap_nomad_ff,1001,253,229,24,0.9051383399209486,0.9902777777777777,0.5891666666666667,30,0.4011111111111111,0.206640625,15156.357597783219,65.97891304347826,121.888,{'derived_from': 'd1_cheap'}
test,bimodal,homog,high,d2_capacity,1001,253,232,21,0.9169960474308301,0.9850694444444444,0.5985416666666666,30,0.3911111111111111,0.15026041666666667,7296.396015844773,137.05396442687749,209.141,"{'family': 'd_capacity', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d2_capacity_nomad_ff,1001,253,229,24,0.9051383399209486,0.9902777777777777,0.5891666666666667,30,0.4011111111111111,0.206640625,10980.22175621139,91.0728418972332,173.876,{'derived_from': 'd2_capacity'}
test,bimodal,homog,high,ff_only_cheap,1001,253,229,24,0.9051383399209486,0.9902777777777777,0.5891666666666667,30,0.4011111111111111,0.206640625,15100.780399974907,66.22174308300396,121.207,"{'alpha': 0, 'beta': 0, 'gamma': 1}"
test,bimodal,homog,high,binpack,1002,253,229,24,0.9051383399209486,0.9741319444444444,0.6019791666666666,30,0.40854166666666664,0.206640625,22470.401241431937,44.50298814229249,82.364,{}
test,bimodal,homog,high,spread,1002,253,228,25,0.9011857707509882,0.959375,0.593125,30,0.43319444444444444,0.26067708333333334,16941.459823495436,59.026790513833994,91.09,{}
test,bimodal,homog,high,tetris,1002,253,237,16,0.9367588932806324,0.9723958333333333,0.6353125,30,0.33708333333333335,0.048177083333333336,15455.155552780823,64.7033280632411,90.71,{}
test,bimodal,homog,high,hybrid,1002,253,238,15,0.9407114624505929,0.984548611111111,0.6332291666666666,30,0.3532638888888889,0.1109375,13561.708938281146,73.73701976284586,110.337,"{'family': 'hybrid', 'alpha': 0.1}"
test,bimodal,homog,high,balance,1002,253,235,18,0.9288537549407114,0.978298611111111,0.6213541666666667,30,0.37930555555555556,0.18307291666666667,18555.6801320519,53.89185375494071,93.986,"{'family': 'balance', 'lam': 0.8}"
test,bimodal,homog,high,wmatch,1002,253,229,24,0.9051383399209486,0.9741319444444444,0.6019791666666666,30,0.40854166666666664,0.206640625,13761.740859130794,72.66522529644269,134.252,"{'family': 'wmatch', 'lam': 0.8}"
test,bimodal,homog,high,d1_cheap,1002,253,236,17,0.932806324110672,0.9800347222222222,0.6223958333333334,30,0.3655555555555556,0.08802083333333334,10431.87982474442,95.86,148.618,"{'family': 'd_cheap', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d1_cheap_nomad_ff,1002,253,229,24,0.9051383399209486,0.9741319444444444,0.6019791666666666,30,0.4065972222222222,0.18958333333333333,14908.53759503014,67.07566007905137,123.33,{'derived_from': 'd1_cheap'}
test,bimodal,homog,high,d2_capacity,1002,253,236,17,0.932806324110672,0.9800347222222222,0.6223958333333334,30,0.3655555555555556,0.08802083333333334,7602.670153918311,131.5327351778656,205.044,"{'family': 'd_capacity', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d2_capacity_nomad_ff,1002,253,229,24,0.9051383399209486,0.9741319444444444,0.6019791666666666,30,0.40854166666666664,0.206640625,10624.648714677873,94.12075889328064,180.127,{'derived_from': 'd2_capacity'}
test,bimodal,homog,high,ff_only_cheap,1002,253,229,24,0.9051383399209486,0.9741319444444444,0.6019791666666666,30,0.4065972222222222,0.18958333333333333,14482.638922281007,69.04818972332016,126.316,"{'alpha': 0, 'beta': 0, 'gamma': 1}"
test,bimodal,homog,high,binpack,1003,253,229,24,0.9051383399209486,0.9772569444444444,0.5938541666666667,30,0.411875,0.21901041666666668,23180.95687141743,43.13885770750988,80.671,{}
test,bimodal,homog,high,spread,1003,253,218,35,0.8616600790513834,0.9321180555555556,0.5542708333333334,30,0.48243055555555553,0.21901041666666668,16868.630175219063,59.28163636363636,93.856,{}
test,bimodal,homog,high,tetris,1003,253,237,16,0.9367588932806324,0.9697916666666667,0.64,30,0.3297916666666667,0.05716145833333333,15180.806708068465,65.87265217391304,91.812,{}
test,bimodal,homog,high,hybrid,1003,253,237,16,0.9367588932806324,0.9848958333333333,0.6340625000000001,30,0.35138888888888886,0.09453125,12449.206744419262,80.32640316205533,115.075,"{'family': 'hybrid', 'alpha': 0.1}"
test,bimodal,homog,high,balance,1003,253,230,23,0.9090909090909091,0.9894097222222222,0.5980208333333333,30,0.3913888888888889,0.19283854166666667,18898.69321885755,52.91371146245059,93.455,"{'family': 'balance', 'lam': 0.8}"
test,bimodal,homog,high,wmatch,1003,253,229,24,0.9051383399209486,0.9772569444444444,0.5938541666666667,30,0.411875,0.21901041666666668,13961.118670777894,71.6274980237154,134.371,"{'family': 'wmatch', 'lam': 0.8}"
test,bimodal,homog,high,d1_cheap,1003,253,237,16,0.9367588932806324,0.9848958333333333,0.6340625000000001,30,0.35083333333333333,0.08802083333333334,9867.92272971861,101.33845059288538,150.712,"{'family': 'd_cheap', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d1_cheap_nomad_ff,1003,253,229,24,0.9051383399209486,0.9772569444444444,0.5938541666666667,30,0.411875,0.234765625,15242.284241249332,65.60696442687747,123.992,{'derived_from': 'd1_cheap'}
test,bimodal,homog,high,d2_capacity,1003,253,235,18,0.9288537549407114,0.9814236111111111,0.6257291666666667,30,0.3576388888888889,0.06888020833333333,7184.705312922031,139.1845533596838,211.706,"{'family': 'd_capacity', 'alpha': 0.0, 'beta': 0.8, 'gamma': 0.2}"
test,bimodal,homog,high,d2_capacity_nomad_ff,1003,253,229,24,0.9051383399209486,0.9772569444444444,0.5938541666666667,30,0.411875,0.21901041666666668,10791.379641204969,92.66655731225296,181.038,{'derived_from': 'd2_capacity'}
test,bimodal,homog,high,ff_only_cheap,1003,253,229,24,0.9051383399209486,0.9772569444444444,0.5938541666666667,30,0.411875,0.234765625,15007.254791688923,66.63443873517787,126.557,"{'alpha': 0, 'beta': 0, 'gamma': 1}"
test,bimodal,homog,high,binpack,1004,253,234,19,0.924901185770751,0.9947916666666666,0.615625,30,0.37916666666666665,0.2421875,22563.321777583078,44.31971541501976,80.561,{}
test,bimodal,homog,high,spread,1004,253,226,27,0.8932806324110671,0.9486111111111111,0.5860416666666667,30,0.45090277777777776,0.2779947916666667,16996.9825317375,58.83397233201581,91.761,{}
test,bimodal,homog,high,tetris,1004,253,239,14,0.9446640316205533,0.9727430555555556,0.6423958333333334,30,0.330625,0.15611979166666667,14653.778986608359,68.24178260869564,98.765,{}
test,bimodal,homog,high,hybrid,1004,253,239,14,0.9446640316205533,0.9852430555555556,0.6380208333333334,30,0.3472222222222222,0.23177083333333334,13089.634349601161,76.3963280632411,113.382,"{'family': 'hybrid', 'alpha': 0.1}"
test,bimodal,homog,high,balance,1004,253,232,21,0.9169960474308301,0.9928819444444444,0.6032291666666667,30,0.3896527777777778,0.2506510416666667,19584.582366521976,51.06057312252965,93.846,"{'family': 'balance', 'lam': 0.8}"
test,bimodal,homog,high,wmatch,1004,253,234,19,0.924901185770751,0.9947916666666666,0.615625,30,0.37916666666666665,0.2421875,13737.230348484756,72.79487747035573,136.786,"{'family': 'wmatch', 'lam': 0.8}"
