split,family,cluster_config,load,policy,seed,submitted,placed,rejected,admission_rate,mean_cpu_util,mean_ram_util,active_nodes,free_imbalance,stranded_frac,decisions_per_sec,mean_latency_us,p95_latency_us,params
tune,bimodal,homog,med,binpack,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,7752.398139009784,128.9923430232558,228.036,{}
tune,bimodal,homog,med,hybrid_a0.1,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.30951388888888887,0.015234375,4947.312559414491,202.12994186046512,269.835,"{'family': 'hybrid', 'alpha': 0.1}"
tune,bimodal,homog,med,hybrid_a0.2,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.028385416666666666,5003.546700079499,199.85823255813955,257.291,"{'family': 'hybrid', 'alpha': 0.2}"
tune,bimodal,homog,med,hybrid_a0.3,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.06705729166666667,5312.556706523712,188.23328488372093,261.579,"{'family': 'hybrid', 'alpha': 0.3}"
tune,bimodal,homog,med,hybrid_a0.4,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,25,0.3063194444444444,0.14908854166666666,5621.514844639469,177.8879941860465,268.562,"{'family': 'hybrid', 'alpha': 0.4}"
tune,bimodal,homog,med,hybrid_a0.5,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.3179861111111111,0.190234375,5999.722826758248,166.67436627906977,258.433,"{'family': 'hybrid', 'alpha': 0.5}"
tune,bimodal,homog,med,hybrid_a0.6,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,23,0.3063194444444444,0.18776041666666668,6057.631887148854,165.08101162790697,250.88,"{'family': 'hybrid', 'alpha': 0.6}"
tune,bimodal,homog,med,hybrid_a0.7,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,6137.814927893877,162.92443023255814,250.409,"{'family': 'hybrid', 'alpha': 0.7}"
tune,bimodal,homog,med,hybrid_a0.8,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,6147.658903579331,162.6635465116279,248.414,"{'family': 'hybrid', 'alpha': 0.8}"
tune,bimodal,homog,med,hybrid_a0.9,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,6145.314610274688,162.7255988372093,244.918,"{'family': 'hybrid', 'alpha': 0.9}"
tune,bimodal,homog,med,balance_l0.05,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,7296.935202366923,137.04383720930232,211.215,"{'family': 'balance', 'lam': 0.05}"
tune,bimodal,homog,med,balance_l0.1,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.3225694444444444,0.1921875,6923.822255821546,144.42889534883722,220.913,"{'family': 'balance', 'lam': 0.1}"
tune,bimodal,homog,med,balance_l0.2,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.3225694444444444,0.1921875,7330.2050688794225,136.42183139534882,217.567,"{'family': 'balance', 'lam': 0.2}"
tune,bimodal,homog,med,balance_l0.4,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,23,0.3065972222222222,0.20481770833333332,7116.523052197297,140.51805813953487,217.647,"{'family': 'balance', 'lam': 0.4}"
tune,bimodal,homog,med,balance_l0.8,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,27,0.3063194444444444,0.11302083333333333,6624.041983486186,150.96522674418605,220.252,"{'family': 'balance', 'lam': 0.8}"
tune,bimodal,homog,med,wmatch_l0.05,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,4907.351766449771,203.77589534883722,323.124,"{'family': 'wmatch', 'lam': 0.05}"
tune,bimodal,homog,med,wmatch_l0.1,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,4992.9549985546555,200.2821976744186,307.145,"{'family': 'wmatch', 'lam': 0.1}"
tune,bimodal,homog,med,wmatch_l0.2,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,4989.631719344124,200.4155930232558,302.365,"{'family': 'wmatch', 'lam': 0.2}"
