split,family,cluster_config,load,policy,seed,submitted,placed,rejected,admission_rate,mean_cpu_util,mean_ram_util,active_nodes,free_imbalance,stranded_frac,decisions_per_sec,mean_latency_us,p95_latency_us,params
tune,bimodal,homog,med,binpack,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,24,0.32395833333333335,0.19361979166666668,7533.0022140895,132.74919767441858,237.454,{}
tune,bimodal,homog,med,sens_gamma_0.0,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.028385416666666666,4768.6047043228045,209.7049476744186,288.99,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,bimodal,homog,med,sens_gamma_0.1,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.0296875,3655.8557627169366,273.53376744186045,369.691,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
tune,bimodal,homog,med,sens_gamma_0.2,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.029036458333333334,3660.5118706569197,273.18583720930235,351.748,"{'sweep': 'gamma', 'alpha': -0.0, 'beta': 0.8, 'gamma': 0.2}"
tune,bimodal,homog,med,sens_decay_0.02,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3082638888888889,0.028385416666666666,3649.9344476017322,273.97752325581394,341.028,"{'sweep': 'decay', 'decay': 0.02}"
tune,bimodal,homog,med,sens_decay_0.05,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.02578125,3683.1882499785006,271.5039069767442,351.638,"{'sweep': 'decay', 'decay': 0.05}"
tune,bimodal,homog,med,sens_decay_0.1,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.029036458333333334,3729.751649932623,268.1143662790697,361.938,"{'sweep': 'decay', 'decay': 0.1}"
tune,bimodal,homog,med,sens_decay_0.2,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.030989583333333334,3929.852588259177,254.46247093023254,377.316,"{'sweep': 'decay', 'decay': 0.2}"
tune,bimodal,homog,med,sens_decay_0.3,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.030989583333333334,3933.162219434047,254.2483488372093,380.792,"{'sweep': 'decay', 'decay': 0.3}"
tune,bimodal,homog,med,sens_no_fallback,0,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3063194444444444,0.03424479166666667,3166.0140904193377,315.85456395348837,469.629,"{'sweep': 'fallback', 'fallback': False}"
tune,bimodal,homog,med,binpack,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,23,0.31354166666666666,0.13984375,7621.382817494956,131.2097848837209,208.23,{}
tune,bimodal,homog,med,sens_gamma_0.0,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.015104166666666667,4857.502207409978,205.86712209302326,283.671,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,bimodal,homog,med,sens_gamma_0.1,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.0171875,3595.208381517661,278.14799418604656,440.544,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
tune,bimodal,homog,med,sens_gamma_0.2,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.30687499999999995,0.017708333333333333,3646.0582972500747,274.26879069767443,397.885,"{'sweep': 'gamma', 'alpha': -0.0, 'beta': 0.8, 'gamma': 0.2}"
tune,bimodal,homog,med,sens_decay_0.02,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.015104166666666667,3663.219761451981,272.98389534883717,413.463,"{'sweep': 'decay', 'decay': 0.02}"
tune,bimodal,homog,med,sens_decay_0.05,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3065972222222222,0.0171875,3686.870251211978,271.232761627907,419.485,"{'sweep': 'decay', 'decay': 0.05}"
tune,bimodal,homog,med,sens_decay_0.1,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.30687499999999995,0.017708333333333333,3703.9858095996674,269.97943604651164,378.428,"{'sweep': 'decay', 'decay': 0.1}"
tune,bimodal,homog,med,sens_decay_0.2,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.30687499999999995,0.017708333333333333,3732.724430490421,267.9008372093023,377.616,"{'sweep': 'decay', 'decay': 0.2}"
tune,bimodal,homog,med,sens_decay_0.3,1,172,172,0,1.0,0.7532986111111111,0.4469791666666667,30,0.3088194444444444,0.01171875,3814.982064482868,262.12443023255815,406.18,"{'sweep': 'decay', 'decay': 0.3}"
