split,family,cluster_config,load,policy,seed,submitted,placed,rejected,admission_rate,mean_cpu_util,mean_ram_util,active_nodes,free_imbalance,stranded_frac,decisions_per_sec,mean_latency_us,p95_latency_us,params
tune,drift,homog,med,binpack,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,27,0.5275,0.274609375,17274.419928493946,57.889063953488375,106.139,{}
tune,drift,homog,med,sens_gamma_0.0,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29888888888888887,0.038802083333333334,9227.134169075647,108.37601162790698,136.255,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,drift,homog,med,sens_gamma_0.1,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2995833333333333,0.038802083333333334,6819.212449154247,146.6445,180.418,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
tune,drift,homog,med,sens_gamma_0.2,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29861111111111105,0.034765625,7024.244834464277,142.36405813953488,176.46,"{'sweep': 'gamma', 'alpha': -0.0, 'beta': 0.8, 'gamma': 0.2}"
tune,drift,homog,med,sens_decay_0.02,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.30277777777777776,0.019791666666666666,7008.132489559614,142.69136627906977,178.033,"{'sweep': 'decay', 'decay': 0.02}"
tune,drift,homog,med,sens_decay_0.05,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29916666666666664,0.020442708333333334,6966.2604162300095,143.5490406976744,177.442,"{'sweep': 'decay', 'decay': 0.05}"
tune,drift,homog,med,sens_decay_0.1,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29861111111111105,0.034765625,6959.509613530744,143.6882848837209,178.194,"{'sweep': 'decay', 'decay': 0.1}"
tune,drift,homog,med,sens_decay_0.2,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29888888888888887,0.032942708333333334,7083.910359704082,141.16497093023256,171.952,"{'sweep': 'decay', 'decay': 0.2}"
tune,drift,homog,med,sens_decay_0.3,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29861111111111105,0.05390625,6999.160141475814,142.87428488372092,177.893,"{'sweep': 'decay', 'decay': 0.3}"
tune,drift,homog,med,sens_no_fallback,0,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2986111111111111,0.0,6699.987940021708,149.254,173.374,"{'sweep': 'fallback', 'fallback': False}"
tune,drift,homog,med,binpack,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,27,0.5320833333333334,0.2872395833333333,19067.03871041192,52.44652906976744,85.81,{}
tune,drift,homog,med,sens_gamma_0.0,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3025,0.03815104166666667,9524.198191255093,104.99571511627907,132.037,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,drift,homog,med,sens_gamma_0.1,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3025,0.030989583333333334,7111.498035407322,140.6173488372093,178.294,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
tune,drift,homog,med,sens_gamma_0.2,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3025,0.032942708333333334,7134.293028476697,140.16805813953488,176.15,"{'sweep': 'gamma', 'alpha': -0.0, 'beta': 0.8, 'gamma': 0.2}"
tune,drift,homog,med,sens_decay_0.02,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29888888888888887,0.035546875,7198.406540639588,138.91963372093022,169.316,"{'sweep': 'decay', 'decay': 0.02}"
tune,drift,homog,med,sens_decay_0.05,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3027777777777778,0.026953125,7134.830754555226,140.1574941860465,176.12,"{'sweep': 'decay', 'decay': 0.05}"
tune,drift,homog,med,sens_decay_0.1,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3025,0.032942708333333334,7195.322036677736,138.97918604651164,167.113,"{'sweep': 'decay', 'decay': 0.1}"
tune,drift,homog,med,sens_decay_0.2,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29888888888888887,0.03671875,7204.015585301345,138.81147093023256,171.461,"{'sweep': 'decay', 'decay': 0.2}"
tune,drift,homog,med,sens_decay_0.3,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2986111111111111,0.03268229166666667,7252.020836742381,137.8925988372093,171.351,"{'sweep': 'decay', 'decay': 0.3}"
tune,drift,homog,med,sens_no_fallback,1,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2986111111111111,0.0,6834.206714488895,146.32276162790697,169.628,"{'sweep': 'fallback', 'fallback': False}"
tune,drift,homog,med,binpack,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,27,0.5465277777777777,0.32174479166666664,19246.2734123363,51.958110465116285,84.739,{}
tune,drift,homog,med,sens_gamma_0.0,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29861111111111105,0.05,9445.79437538092,105.86722093023256,132.108,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,drift,homog,med,sens_gamma_0.1,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3005555555555555,0.037890625,7092.733782897191,140.98936046511628,172.904,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
tune,drift,homog,med,sens_gamma_0.2,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.30083333333333334,0.016276041666666668,7015.06297161004,142.5503953488372,178.454,"{'sweep': 'gamma', 'alpha': -0.0, 'beta': 0.8, 'gamma': 0.2}"
tune,drift,homog,med,sens_decay_0.02,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.3022222222222222,0.031901041666666664,7217.024053418062,138.56126744186045,172.804,"{'sweep': 'decay', 'decay': 0.02}"
tune,drift,homog,med,sens_decay_0.05,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.30180555555555555,0.031510416666666666,7182.470495914511,139.22786046511627,169.818,"{'sweep': 'decay', 'decay': 0.05}"
tune,drift,homog,med,sens_decay_0.1,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.30083333333333334,0.016276041666666668,7025.803980722501,142.33246511627908,174.757,"{'sweep': 'decay', 'decay': 0.1}"
tune,drift,homog,med,sens_decay_0.2,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2995833333333333,0.016666666666666666,7037.585617138976,142.09418604651162,169.747,"{'sweep': 'decay', 'decay': 0.2}"
tune,drift,homog,med,sens_decay_0.3,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.29986111111111113,0.016015625,7120.1784283597035,140.44591860465118,176.951,"{'sweep': 'decay', 'decay': 0.3}"
tune,drift,homog,med,sens_no_fallback,2,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2986111111111111,0.0,6709.448502837277,149.0435465116279,173.325,"{'sweep': 'fallback', 'fallback': False}"
tune,drift,homog,med,binpack,3,172,172,0,1.0,0.7465277777777778,0.4479166666666667,27,0.5472222222222223,0.32174479166666664,19095.575799333034,52.368151162790696,82.414,{}
tune,drift,homog,med,sens_gamma_0.0,3,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.30027777777777775,0.042708333333333334,9454.950678139847,105.76469767441861,130.724,"{'sweep': 'gamma', 'alpha': 0.2, 'beta': 0.8, 'gamma': 0.0}"
tune,drift,homog,med,sens_gamma_0.1,3,172,172,0,1.0,0.7465277777777778,0.4479166666666667,30,0.2986111111111111,0.029036458333333334,7045.14582694099,141.9417034883721,169.086,"{'sweep': 'gamma', 'alpha': 0.1, 'beta': 0.8, 'gamma': 0.1}"
